---
料理
料理-中間素材
カレー ルー,3,料理(焼く),料理_80.0,バター/小麦粉/とうがらし/古代樹の葉/たまねぎ/リンゴ
ドミグラス ソース,3,料理(焼く),料理_85.0,スジ肉x3/たまねぎ/にんじん/ウォーター ボトルx2/ワイン/小麦粉/バター/トマト,※要レシピ/<a href='http://www6.atpages.jp/mwm/?%A5%AF%A5%A8%A5%B9%A5%C8%2F%C6%C3%BC%EC%A5%EC%A5%B7%A5%D4#qbfc560c' target='_blank'>歓暖の鍋</a>
料理-肉料理
ロースト スネーク ミート,1,料理(焼く),料理_0.0,ヘビの肉
ロースト ラット ミート,1,料理(焼く),料理_0.0,ネズミの肉
ロースト エイプ ミート,1,料理(焼く),料理_2.0,サルの肉
ロースト ドッグ ミート,1,料理(焼く),料理_3.0,イヌの肉
ロースト バット ミート,1,料理(焼く),料理_4.0,コウモリの肉
ロースト バック ミート,1,料理(焼く),料理_4.0,シカの肉
ロースト ビーク ミート,1,料理(焼く),料理_6.0,ビークの肉/塩
ロースト ベアー ミート,1,料理(焼く),料理_7.0,クマの肉/塩
ロースト タイガー ミート,1,料理(焼く),料理_9.0,トラの肉/塩
ベーコン,10,料理(切る),料理_9.0,塩/ライオンの肉/こしょう/ミニ ウォーター ボトル
ベーコン,10,料理(切る),料理_9.0,塩/ライオンの肉/こしょう/ウォーター ボトル
ロースト ライオン ミート,1,料理(焼く),料理_12.0,ライオンの肉/塩
ロースト オルヴァン ミート,1,料理(焼く),料理_14.0,オルヴァンの肉/塩
ロースト タルタロッサ ミート,1,料理(焼く),料理_18.0,タルタロッサの肉/塩
ロースト バルドス ミート,1,料理(焼く),料理_25.0,バルドスの肉/塩
ロースト ワーム ミート,1,料理(焼く),料理_28.0,ワームの肉/塩
ロースト バイソン ミート,1,料理(焼く),料理_32.0,バイソンの肉/塩/こしょう
サーロイン ステーキ,1,料理(焼く),料理_32.0,バイソンの肉/塩/こしょう
フィレ ステーキ,1,料理(焼く),料理_32.0,バイソンの肉/塩/こしょう
ロースト ライノー ミート,1,料理(焼く),料理_32.0,サイの肉/塩/にんにく
ヘビ串,1,料理(焼く),料理_32.0,ヘビの肉x3/竹串/塩
白ヘビ串,1,料理(焼く),料理_32.0,ヘビの肉x3/竹串/塩
焼き鳥,3,料理(焼く),料理_35.0,グリフォンの肉/竹串x3/塩
焼き鳥,3,料理(焼く),料理_35.0,ビークの肉x3/竹串x3/塩
オルヴァン サイコロステーキ,3,料理(焼く),料理_38.0,オルヴァンの肉/塩/醤油/大根おろし
バルドス カットステーキ,3,料理(焼く),料理_40.0,バルドスの肉/塩/醤油/練りワサビ
ローストチキン,1,料理(焼く),料理_40.0,ビークの肉/塩/こしょう/セージの葉/ほうれん草/とうもろこし/にんじん
焼き餃子,2,料理(焼く),料理_40.0,オークの肉x2/キャベツ/にんにく/醤油/塩/小麦粉/酢/ねぎ
イクシオン ステーキ,1,料理(焼く),料理_45.0,イクシオンの肉/塩
サイのサイコロステーキ,3,料理(焼く),料理_45.0,サイの肉/塩x2/醤油/練りワサビx2
鳥の唐揚げ,3,料理(焼く),料理_45.0,ビークの肉x3/醤油/にんにく/生姜/小麦粉/ヘビの卵/オリーブ オイル/キャベツの千切り
ソーセージ,1,料理(切る),料理_48.0,塩/シカの肉/木の板材/こしょう/セージの葉
タルタロッサの甘酢ソースがけ,2,料理(焼く),料理_50.0,タルタロッサの肉/オリーブ オイル/醤油/酢/砂糖/ねぎ
ハンバーグ,1,料理(焼く),料理_50.0,ハンバーグパティ/ケチャップ
竜田揚げ,3,料理(焼く),料理_50.0,ドラゴンの肉/小麦粉/醤油/みりん/オリーブ オイル/キャベツの千切り
リザード テイル ステーキ,3,料理(焼く),料理_50.0,リザード テイル/塩/醤油/にんにく
クロコダイルの刺身,5,料理(焼く),料理_51.0,クロコダイルの肉/醤油/練りワサビ
クロコダイル ステーキ,1,料理(焼く),料理_52.0,クロコダイルの肉/塩/こしょう/バター
チーズ ハンバーグ,1,料理(焼く),料理_55.0,ハンバーグパティ/ケチャップ/チーズ
エッグ ハンバーグ,1,料理(焼く),料理_55.0,ハンバーグパティ/ケチャップ/目玉焼き
チャーシュー,10,料理(焼く),料理_55.0,オークの肉/綿の糸/ミニ ウォーター ボトルx2/醤油x4
ロール キャベツ,1,料理(焼く),料理_55.0,ハンバーグパティ/キャベツ/出汁/トマト/塩/こしょう
ドミグラス ハンバーグ,1,料理(焼く),料理_58.0,ハンバーグパティ/ドミグラス ソース
ドラゴン ステーキ,1,料理(焼く),料理_60.0,ドラゴンの肉/塩/いも/にんじん/ワイン/バター/こしょう
クロコダイルの唐揚げ,3,料理(焼く),料理_60.0,クロコダイルの肉/生姜/醤油/みりん/ヘビの卵/小麦粉/塩/オリーブ オイルx2
カッシー ステーキ,1,料理(焼く),料理_60.0,カッシーの肉/塩/いも/にんじん/ワイン/バター/こしょう
オーク ジンジャー,2,料理(焼く),料理_62.0,オークの肉/生姜/醤油/みりん/小麦粉/キャベツの千切り
カツ,2,料理(焼く),料理_63.0,オークの肉x2/ヘビの卵/小麦粉/パン粉/バター
メンチカツ,2,料理(焼く),料理_65.0,バイソンの肉/たまねぎ/塩/オリーブ オイル/小麦粉/ヘビの卵/パン粉
肉じゃが,1,料理(焼く),料理_68.0,バイソンの肉/いも/にんじん/コンニャク/たまねぎ/醤油/砂糖/みりん
スキヤキ,1,料理(焼く),料理_70.0,バイソンの肉/ねぎ/アース マッシュルーム/豆腐/コンニャク/砂糖/醤油/みりん,※要レシピ/<a href='http://www6.atpages.jp/mwm/?%A5%AF%A5%A8%A5%B9%A5%C8%2F%C6%C3%BC%EC%A5%EC%A5%B7%A5%D4#qbfc560c' target='_blank'>姉妹の愛</a>
カオス 焼き鳥,30,料理(切る),料理_70.0,焼き鳥x30/カオス ポーション
料理-魚介料理
焼き魚,1,料理(焼く),料理_0.0,白身魚の切り身/塩
切り身魚のチーズ焼き,1,料理(焼く),料理_15.0,赤身魚の切り身/塩/こしょう/チーズ
切り身魚のチーズ焼き,1,料理(焼く),料理_15.0,白身魚の切り身/塩/こしょう/チーズ
白身魚の刺身,1,料理(切る),料理_18.0,白身魚の切り身/醤油
赤身魚の刺身,1,料理(切る),料理_18.0,赤身魚の切り身/醤油
魚介マリネ,1,料理(切る),料理_26.0,赤身魚の切り身/たまねぎ/酢
岩茸とサーモンのホイル焼き,1,料理(焼く),料理_30.0,赤身魚の切り身/岩茸/たまねぎ/バター/にんにく/ミルク/塩/こしょう
ホタテ焼き,1,料理(焼く),料理_30.0,ホタテ/醤油/バター
魚のたたき,1,料理(焼く),料理_45.0,赤身魚の切り身/醤油/ミニ ウォーター ボトルx3/氷x2/ねぎ/にんにく/酢/わらx3
魚の塩釜焼き,1,料理(焼く),料理_50.0,赤身魚の切り身/塩x10/ヘビの卵
ウナギの蒲焼,1,料理(焼く),料理_52.0,ウナギ/醤油/砂糖/竹串
エイ ステーキ,1,料理(焼く),料理_55.0,エイの肉/塩
白身魚とホタテのワイン蒸し,1,料理(焼く),料理_58.0,白身魚の切り身/ホタテ/キャビア/ワイン
魚介類のゼリー寄せ,3,料理(焼く),料理_60.0,ゼラチン/白身魚の切り身/赤身魚の切り身/キャビア
グリードルの煮凝り,3,料理(焼く),料理_70.0,ゼラチン/グリードルの肉/醤油/砂糖/みりん
フグ刺し,1,料理(切る),料理_76.0,フグの身/醤油/キュア ポーション
料理-卵料理
白ヘビの目玉焼き,1,料理(焼く),料理_0.0,白ヘビの卵
目玉焼き,1,料理(焼く),料理_3.5,ヘビの卵
ゆで卵,1,料理(焼く),料理_4.5,ヘビの卵/ミニ ウォーター ボトル
ベーコンエッグ,1,料理(焼く),料理_8.0,ベーコン/ヘビの卵
オムレツ,1,料理(焼く),料理_27.0,ヘビの卵/たまねぎ/トマト/にんじん
ハーブオムレツ,1,料理(焼く),料理_28.0,ヘビの卵/塩/こしょう/バター/ハーブ
特大 目玉焼き,1,料理(焼く),料理_30.0,グリフォンの卵
オムライス,1,料理(焼く),料理_33.0,ヘビの卵/たまねぎ/トマト/にんじん/ライス
超特大 目玉焼き,1,料理(焼く),料理_35.0,冷たいカッシーの卵
料理-ご飯物
イチゴ カレー,1,料理(切る),料理_0.0,カレー ライス/練乳/イチゴx3,※要レシピ/<a href='http://moewiki.usamimi.info/index.php?%A5%AF%A5%A8%A5%B9%A5%C8%2F%B8%F8%BC%B0%A5%A4%A5%D9%A5%F3%A5%C8%2F2013#cf8b99a1' target='_blank'>モッさん人形を探せ！</a>
ライス,5,料理(焼く),料理_5.0,精米x5/湧き水
お握り,1,料理(切る),料理_6.0,ライス/のり/塩
恵方巻き,1,料理(切る),料理_10.0,砂糖/ヘビの卵/ヘビの肉/光るマッシュルーム/のり/ライス/酢
お粥,3,料理(焼く),料理_12.0,ライス/ミニ ウォーター ボトル
酢飯,1,料理(切る),料理_15.0,酢/ライス
とろろごはん,1,料理(切る),料理_18.0,ライス/とろろ/醤油
のり弁,1,料理(切る),料理_20.0,ライス/醤油/おかかx2/のりx4
TKG,1,料理(焼く),料理_20.0,ライス/醤油/ヘビの卵
タケノコご飯,5,料理(焼く),料理_25.0,タケノコx5/精米x5/湧き水/醤油/塩/みりん
刺身の山かけ丼,1,料理(切る),料理_28.0,ライス/とろろ/赤身魚の刺身/練りワサビ
おかか お握り,1,料理(切る),料理_30.0,ライス/塩/醤油/のり/おかか
サケのお握り,1,料理(切る),料理_30.0,ライス/塩/焼き魚/のり
イクラのお握り,1,料理(切る),料理_35.0,ライス/のり/塩/イクラ
イナリ寿司,3,料理(切る),料理_35.0,油揚げx3/酢飯/砂糖/醤油/みりん
納豆巻き,5,料理(切る),料理_40.0,納豆/酢飯/のり/醤油
鉄火巻き,5,料理(切る),料理_40.0,酢飯/醤油/赤身魚の切り身/のり
ネギトロ巻き,5,料理(切る),料理_40.0,酢飯/醤油/トロ/ねぎ/のり
チャーハン,1,料理(焼く),料理_45.0,ライス/ねぎ/塩/醤油/こしょう/ヘビの卵/チャーシュー/オリーブ オイル
天津飯,1,料理(焼く),料理_45.0,ヘビの卵x2/ライス/酢/醤油/出汁/岩茸/ねぎ/砂糖
竜丼,5,料理(焼く),料理_48.0,ドラゴンの肉/ライスx5/醤油/みりん/たまねぎ
親子丼,2,料理(焼く),料理_50.0,ヘビの卵x2/ヘビの肉x4/ライスx2/醤油/みりん/たまねぎ/のり/出汁
出来損ないのお握り,1,料理(切る),料理_65.0,ライス/のり/塩/動物の生皮/クマの肉
ケモノのお握り,1,料理(切る),料理_65.0,ライス/のり/塩/動物の生皮/クマの肉
シーフード パエリア,5,料理(焼く),料理_65.0,精米x5/たまねぎ/トマト/魚介類の詰め合わせ/ミニ ウォーター ボトルx10/ワイン/オリーブ オイル/ハーブ,※要レシピ
サケの握り寿司,2,料理(切る),料理_67.0,白身魚の刺身/酢飯/練りワサビ
サメの握り寿司,2,料理(切る),料理_67.0,サメの肉/酢飯/練りワサビ/醤油
アワビの握り寿司,2,料理(切る),料理_70.0,アワビ/酢飯/練りワサビ/のり/醤油
イクラの軍艦巻き,2,料理(切る),料理_73.0,イクラ/酢飯/練りワサビ/のり/醤油
トロの握り寿司,2,料理(切る),料理_75.0,トロ/酢飯/練りワサビ/醤油
フグの握り寿司,2,料理(切る),料理_77.0,フグ刺し/酢飯/練りワサビ
うな重,1,料理(切る),料理_77.0,ウナギの蒲焼/ライス/のり
カレー ライス,1,料理(焼く),料理_81.0,ライス/いも/にんじん/たまねぎ/カレー ルー/ウォーター ボトル/バルドスの肉
カツ丼,1,料理(焼く),料理_81.0,カツ/オルヴァンの卵/たまねぎ/のり/醤油/ライス
海鮮丼,1,料理(切る),料理_87.0,白身魚の刺身/赤身魚の刺身/ホタテ/のり/酢飯/エイの肉
ハヤシライス,1,料理(焼く),料理_88.0,バイソンの肉/ドミグラス ソース/塩/こしょう/たまねぎ/バター/ライス
高級海鮮丼,1,料理(切る),料理_92.0,酢飯/キャビア/イクラ/アワビ/フグ刺し/トロ
料理-野菜料理
キャベツの千切り,3,料理(切る),料理_0.0,キャベツ
行者にんにく炒め,1,料理(焼く),料理_1.0,行者にんにく
ハーブのサラダ,1,料理(切る),料理_5.0,ハーブ/キャベツ
野菜サラダ,1,料理(切る),料理_6.0,たまねぎ/キャベツの千切り/にんじん/トマト
ツナ サラダ,1,料理(切る),料理_6.0,白身魚の切り身/オリーブ オイル/キャベツの千切り
サスール風そばがき,1,料理(焼く),料理_10.0,そば粉x2/ミニ ウォーター ボトル/めんつゆ
わらびのおひたし,1,料理(焼く),料理_14.0,わらび/醤油/ミニ ウォーター ボトル
焼きキノコ,1,料理(焼く),料理_18.0,アース マッシュルーム/塩/こしょう
毒キノコの丸焼き,1,料理(焼く),料理_18.0,毒キノコ/塩/こしょう/キュア ポーション
焼きとうもろこし,1,料理(焼く),料理_20.0,とうもろこし/醤油/バター
こんがり ポテト,1,料理(焼く),料理_24.0,いも/塩/バター
やきいも,1,料理(焼く),料理_24.0,いも/塩/バター
コンニャク,3,料理(焼く),料理_33.0,コンニャク芋
コンニャクステーキ,1,料理(焼く),料理_45.0,にんにく/みりん/醤油/塩/コンニャク
おでん,1,料理(焼く),料理_45.0,スジ肉/大根/ゆで卵/コンニャク/みりん/醤油
モヤシサラダ,1,料理(切る),料理_45.0,醤油/ごま/モヤシ
モヤシ炒め,1,料理(焼く),料理_45.0,モヤシ/岩塩/こしょう
山菜の炒め物,1,料理(焼く),料理_45.0,山うど/行者にんにく/こしょう
油揚げ,3,料理(焼く),料理_45.0,豆腐/オリーブ オイル
ポテトコロッケ,2,料理(焼く),料理_47.0,いも/たまねぎ/ヘビの卵/塩/オリーブ オイル/小麦粉/パン粉
野菜炒め,2,料理(焼く),料理_48.0,こしょう/塩/キャベツ/にんじん/たまねぎ/モヤシ
かぼちゃコロッケ,2,料理(焼く),料理_53.0,かぼちゃ/たまねぎ/ヘビの卵/塩/オリーブ オイル/小麦粉/パン粉
マッシュルームのアヒージョ,1,料理(焼く),料理_54.0,アース マッシュルームx6/にんにく/とうがらし/オリーブ オイル/ハーブ/塩
納豆,3,料理(切る),料理_58.0,大豆/ウォーター ボトル/わら
茉莉花のポトフ,3,料理(焼く),料理_60.0,大根/ゆで卵/コンニャク/出汁/ビークの肉/いも/トマト/ちくわぶ,要レシピ
岩茸のテンプラ,5,料理(焼く),料理_61.0,小麦粉/オルヴァンの卵/オリーブ オイル/岩茸x5
かき揚げ,5,料理(焼く),料理_65.0,小麦粉/オルヴァンの卵/オリーブ オイル/にんじん/たまねぎ/魚介類の詰め合わせ
揚げ玉,5,料理(焼く),料理_61.0,小麦粉/オルヴァンの卵/オリーブ オイル/岩茸x5
揚げ玉,5,料理(焼く),料理_65.0,小麦粉/オルヴァンの卵/オリーブ オイル/にんじん/たまねぎ/魚介類の詰め合わせ
タケノコの天ぷら,5,料理(焼く),料理_65.0,タケノコx5/小麦粉/ヘビの卵x2/オリーブ オイル/岩塩
二十日大根の甘酢漬け,3,料理(切る),料理_65.0,大根/酢/ミニ ウォーター ボトル/砂糖/塩
漬物,3,料理(切る),料理_65.0,にんじん/キャベツ/塩/米ぬか
豆腐,3,料理(切る),料理_70.0,大豆/湧き水/コットンの布束/海水
グラタン,1,料理(焼く),料理_75.0,ホワイト ソース/いも/ほうれん草/チーズ/トマト/とうもろこし
マーボー豆腐,1,料理(焼く),料理_76.0,とうがらし/豆腐/オルヴァンの肉
かぼちゃの煮物,3,料理(焼く),料理_76.0,かぼちゃ/醤油/砂糖/塩/みりん
野菜のジュレ,2,料理(焼く),料理_80.0,ゼラチン/ほうれん草/キャベツ/にんじん
料理-スープ
味噌汁,1,料理(焼く),料理_38.0,味噌/ミニ ウォーター ボトルx2
味噌汁,1,料理(焼く),料理_38.0,味噌/ウォーター ボトル
お雑煮,2,料理(焼く),料理_38.0,もちx2/ミニ ウォーター ボトルx2/大根/にんじん/ほうれん草/醤油
お雑煮,2,料理(焼く),料理_38.0,もちx2/ミニ ウォーター ボトルx2/大根/にんじん/ほうれん草/味噌
コーン ポタージュ,2,料理(焼く),料理_40.0,とうもろこし/生クリーム/塩/こしょう
岩茸のスープ,2,料理(焼く),料理_45.0,岩塩/ウォーター ボトル/岩茸
肝吸い,2,料理(焼く),料理_46.0,ウナギの肝x2/醤油/みりん/塩/ミニ ウォーター ボトルx2
きりたんぽ鍋,1,料理(焼く),料理_80.0,精米/塩/ねぎ/湧き水/グリフォンの肉/醤油/にんにく
ビーフ シチュー,1,料理(焼く),料理_88.0,バイソンの肉/バイソン テール/ドミグラス ソース/いも/にんじん/たまねぎ/アース マッシュルーム
トリュフのスープ,2,料理(焼く),料理_90.0,黒トリュフ/白トリュフ/塩/こしょう/たまねぎ/にんじん
フカヒレスープ,2,料理(焼く),料理_95.0,湧き水/グリードルの肉/ヘビの卵/サメの尾びれ/ドブロク
料理-そば
おろしそば,1,料理(切る),料理_0.0,ざるそば/大根おろし
とろろそば,1,料理(切る),料理_0.0,ざるそば/とろろ
引越しそば,1,料理(切る),料理_0.0,ざるそば/土地権利書(※1)
月見そば,1,料理(焼く),料理_0.0,かけそば/ヘビの卵
たぬきそば,1,料理(焼く),料理_0.0,かけそば/揚げ玉
きつねそば,1,料理(焼く),料理_0.0,かけそば/油揚げ
タル南蛮そば,1,料理(焼く),料理_0.0,かけそば/タルタロッサの肉/ねぎ
謎南蛮そば,1,料理(焼く),料理_0.0,かけそば/サモンスミート/ねぎ
かけそば,2,料理(焼く),料理_40.0,そばx2/ミニ ウォーター ボトルx4/めんつゆ/ねぎ/とうがらし
かけそば,2,料理(焼く),料理_40.0,十割そばx2/ミニ ウォーター ボトルx4/めんつゆ/ねぎ/とうがらし
ざるそば,2,料理(焼く),料理_40.0,そばx2/ミニ ウォーター ボトルx2/めんつゆ/ねぎ/練りワサビ/のり
ざるそば,2,料理(焼く),料理_40.0,十割そばx2/ミニ ウォーター ボトルx2/めんつゆ/ねぎ/練りワサビ/のり
そば湯,2,料理(焼く),料理_40.0,そばx2/ミニ ウォーター ボトルx2/めんつゆ/ねぎ/練りワサビ/のり
そば湯,2,料理(焼く),料理_40.0,そばx2/ミニ ウォーター ボトルx4/めんつゆ/ねぎ/とうがらし
そば湯,2,料理(焼く),料理_40.0,十割そばx2/ミニ ウォーター ボトルx2/めんつゆ/ねぎ/練りワサビ/のり
そば湯,2,料理(焼く),料理_40.0,十割そばx2/ミニ ウォーター ボトルx4/めんつゆ/ねぎ/とうがらし
カオス かけそば,50,料理(切る),料理_50.0,かけそばx50/カオス ポーション
料理-うどん
月見うどん,1,料理(焼く),料理_0.0,うどん/ヘビの卵
きつねうどん,1,料理(焼く),料理_0.0,うどん/油揚げ
五目うどん,1,料理(焼く),料理_0.0,うどん/ほうれん草/のり/ビークの肉
かき揚げうどん,1,料理(焼く),料理_0.0,うどん/かき揚げ
カレーうどん,1,料理(焼く),料理_0.0,うどん/カレー ルー
力うどん,1,料理(焼く),料理_0.0,うどん/もち
うどん,2,料理(焼く),料理_65.0,ミニ ウォーター ボトルx2/塩/麺x2/醤油/ねぎ
カオス うどん,50,料理(切る),料理_70.0,うどんx50/カオス ポーション
料理-麺類
焼きそば,4,料理(焼く),料理_20.0,麺x4/キャベツ/たまねぎ/にんじん/生姜/オークの肉/ソースx4
ケチャップ パスタ,1,料理(焼く),料理_30.0,ケチャップ/オリーブ オイルx2/たまねぎ/麺/ベーコン
冷やし中華,1,料理(切る),料理_55.0,ヘビの卵/トマト/チャーシュー/麺/醤油/酢/ごま/生姜
エルビン風 パスタ,1,料理(焼く),料理_60.0,わらびx2/山うどx2/アース マッシュルーム/バイソンの肉/オリーブ オイル/麺/醤油,※要レシピ/<a href='http://www6.atpages.jp/mwm/?%A5%AF%A5%A8%A5%B9%A5%C8%2F%C6%C3%BC%EC%A5%EC%A5%B7%A5%D4#qbfc560c' target='_blank'>姉妹の愛</a>
トマトソース パスタ,1,料理(焼く),料理_65.0,こしょう/オリーブ オイルx2/塩/麺/にんにく/トマトx4
ラーメン,2,料理(焼く),料理_65.0,ミニ ウォーター ボトルx2/ゆで卵/麺x2/ねぎ/チャーシューx2/醤油x2
ミソ ラーメン,2,料理(焼く),料理_65.0,ミニ ウォーター ボトルx2/ゆで卵/麺x2/ねぎ/チャーシューx2/味噌x2
トンコツ ラーメン,2,料理(焼く),料理_65.0,ミニ ウォーター ボトルx2/ゆで卵/麺x2/ねぎ/チャーシューx2/オークの骨x4
野菜 ラーメン,2,料理(焼く),料理_65.0,ミニ ウォーター ボトルx2/ゆで卵/麺x2/ねぎ/野菜炒め/塩x2
ミートソース パスタ,1,料理(焼く),料理_65.0,こしょう/オリーブ オイルx2/塩/麺/にんにく/トマトx2/バイソンの肉
ペペロンチーノ,1,料理(焼く),料理_65.0,こしょう/オリーブ オイルx4/塩/麺/にんにく/ハーブ/とうがらし
カルボナーラ,1,料理(焼く),料理_65.0,こしょう/オリーブ オイル/塩/麺/ベーコン/ヘビの卵x2/生クリーム/たまねぎ
ほうれん草とベーコンのパスタ,1,料理(焼く),料理_65.0,麺/ベーコン/ほうれん草/にんにく/バター/醤油/塩/こしょう
担々麺,1,料理(焼く),料理_65.0,麺x2/出汁x2/オークの肉/モヤシ/ごま/味噌/とうがらし/ほうれん草
トリュフのクリームパスタ,1,料理(焼く),料理_70.0,ホワイト ソース/オリーブ オイル/黒トリュフx2/麺/チーズ
エルガディン風 山菜パスタ,1,料理(焼く),料理_73.0,行者にんにく/細竹/こしょう/麺/オリーブ オイル,※要レシピ/<a href='http://www6.atpages.jp/mwm/?%A5%AF%A5%A8%A5%B9%A5%C8%2F%C6%C3%BC%EC%A5%EC%A5%B7%A5%D4#qbfc560c' target='_blank'>山の香りを、ほんのり</a>
キャビア パスタ,1,料理(焼く),料理_89.0,キャビア/貝割れ菜/にんにく/麺/こしょう
料理-パン
ストロベリー サンド,2,料理(切る),料理_5.0,イチゴジャム/パン
ベジタブル サンド,2,料理(切る),料理_7.0,野菜サラダ/パン
揚げパン,1,料理(焼く),料理_8.0,パン生地/オリーブ オイル
ミート サンド,2,料理(切る),料理_9.0,ロースト スネーク ミート/パン
エッグ サンド,2,料理(切る),料理_10.0,目玉焼き/パン
パン,1,料理(焼く),料理_11.0,ブレッドミックス
ふっくらしたパン,1,料理(焼く),料理_11.0,ブレッドミックス
ベーコンバーガー,1,料理(焼く),料理_16.0,ベーコン/ヘビの卵/パン
焼きそばパン,3,料理(焼く),料理_17.0,焼きそば/ふっくらしたパンx3
カオス パン,100,料理(焼く),料理_30.0,ブレッドミックスx50/カオス ポーション
シェル・レラン風ガレット,2,料理(焼く),料理_33.0,そば粉x2/ヘビの卵x2/ミニ ウォーター ボトル/塩/ベーコン/チーズ,<a href="http://moewiki.usamimi.info/index.php?NPC%C8%CE%C7%E4%CA%AA%2FPresent_Age%2F%BE%EB%B2%BC%C4%AE%A5%D3%A5%B9%A5%AF#Bisque_Port">※要レシピ</a>
メロンパン,1,料理(焼く),料理_36.0,ブレッドミックス/クッキーミックス/砂糖
ホットドッグ,1,料理(切る),料理_55.0,ケチャップ/ソーセージ/キャベツの千切り/ふっくらしたパン
エッグ ベネディクト,1,料理(焼く),料理_55.0,ふっくらしたパン/ベーコン/オルヴァンの卵/ウォーター ボトル/バター/チーズ/塩/こしょう
カレーパン,1,料理(焼く),料理_80.0,パン生地/オリーブ オイル/カレー ルー
料理-パイ
アップル パイ,2,料理(焼く),料理_19.0,パイ生地/リンゴ
ラット ミート パイ,2,料理(焼く),料理_20.0,パイ生地/ネズミの肉
チーズ パイ,2,料理(焼く),料理_21.0,パイ生地/チーズ
ピザハットグルメ,3,料理(焼く),料理_30.0,パイ生地/たまねぎ/にんにく/ベーコンx2/チーズ/トマト/アース マッシュルーム/こしょう,要レシピ
ピザ,1,料理(焼く),料理_50.0,パイ生地/たまねぎ/とうがらし/ライオンの肉/チーズ/トマト
ベーコン ポテトパイ,2,料理(焼く),料理_65.0,パイ生地/ベーコンx2/いも/たまねぎ/塩/こしょう/バター
キノコのポットパイ,1,料理(焼く),料理_90.0,パイ生地/ヘビの卵/光るマッシュルームx2/湧き水/クマの肉/ホワイト ソース
料理-菓子
